rt60,edt,c80,d50,ts,drr,room_id,label,path
1.3622749828015372,0.94425,4.758717270492409,0.6154852249683379,0.058909448441209315,-8.095012206200572,but_Hotel_SkalskyDvur_ConferenceRoom2,conference_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_ConferenceRoom2/MicID01/SpkID02_20170906_S/20/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.9122166192798853,0.56325,8.506887384632764,0.7552466883485502,0.03689009773443382,-2.676890076155263,but_Hotel_SkalskyDvur_ConferenceRoom2,conference_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_ConferenceRoom2/MicID01/SpkID03_20170906_S/05/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.60113881935198,1.216875,2.2269816703691347,0.4827851603302297,0.08507490189626606,-11.597321922675922,but_Hotel_SkalskyDvur_ConferenceRoom2,conference_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_ConferenceRoom2/MicID01/SpkID03_20170906_S/23/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.4640102294893549,0.75825,6.381918630910377,0.7092240553151875,0.04819829032086764,-6.030101595132881,but_Hotel_SkalskyDvur_ConferenceRoom2,conference_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_ConferenceRoom2/MicID01/SpkID01_20170906_S/23/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.554041634796436,1.1295,4.115000074753071,0.5687382465558191,0.0707597078635452,-8.28945538044361,but_Hotel_SkalskyDvur_ConferenceRoom2,conference_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_ConferenceRoom2/MicID01/SpkID02_20170906_S/25/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.3484633835554887,0.91725,3.5370468361546004,0.5153358105959451,0.0688909452255112,-13.966190232048545,but_VUT_FIT_C236,meeting_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_C236/MicID01/SpkID04_20190503_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.6123977291196852,1.05075,3.370284120040457,0.507603315728618,0.07291432459389162,-6.222331641144574,but_VUT_FIT_C236,meeting_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_C236/MicID01/SpkID07_20190503_S/14/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.506871676138798,0.960375,3.871203452487111,0.5524902062764033,0.06731698503740892,-10.683793069077673,but_VUT_FIT_C236,meeting_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_C236/MicID01/SpkID06_20190503_S/27/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.574558025862394,1.339875,2.2315277368695825,0.48429595783455687,0.08988460159088217,-11.141374174522035,but_VUT_FIT_C236,meeting_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_C236/MicID01/SpkID10_20190503_S/31/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
1.49342140899171,1.078875,2.7275330742359976,0.4488710302961859,0.08034657550295198,-11.197285534199388,but_VUT_FIT_C236,meeting_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_C236/MicID01/SpkID10_20190503_S/28/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
0.5491175611779555,0.43425,10.757299606381313,0.8214294645782614,0.027549256427878432,-6.308111546872982,but_VUT_FIT_L207,office,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_L207/MicID01/SpkID05_20171229_S/26/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
0.5721538927867494,0.471,9.727585984821888,0.7841338372003642,0.031173366313281877,-6.909884359961419,but_VUT_FIT_L207,office,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_L207/MicID01/SpkID04_20171229_S/19/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
0.5505892369846819,0.48825,9.336948186557702,0.7727215861081056,0.033910153000919194,-8.630661678686884,but_VUT_FIT_L207,office,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_L207/MicID01/SpkID05_20171229_S/03/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
0.6045460489330767,0.551625,7.838616432751976,0.7123522212641361,0.040167629885783464,-11.924855575775702,but_VUT_FIT_L207,office,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_L207/MicID01/SpkID01_20171225_T/28/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
0.6095143846841479,0.59625,7.675513970574271,0.7034187807578818,0.038642220059097655,-7.521549856480455,but_VUT_FIT_L207,office,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_L207/MicID01/SpkID02_20171227_S/30/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
0.6673316180426851,0.478875,9.58832791028206,0.8131686804068371,0.028599610515976724,-2.4823069483268427,but_VUT_FIT_L212,office,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_L212/MicID01/SpkID04_20170820_S/08/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
